State,Filename,Page,Text,Cluster_ID,Frequency_Label
Arkansas,Arkansas_9.json,6,"For Official Use Only 4. The Supervisors confirm that they are able and willing to administer their obligations arising under this MMOU accordingly. 5. Supervisors will endeavour to contribute to the gathering of information by disclosing, to the extent permitted by the Legislation, any information that they consider may be relevant to the other Supervisors so as to facilitate supervision of the Group. 6. The BMA, as the Group Supervisor, shall schedule meetings, coordinate the activities of the Supervisory College and propose changes where required regarding the function of the Supervisory College. The BMA shall keep the Supervisors informed of proposed Supervisory College meetings to be convened and of all matters relevant to the Group; and shall advise all participating Supervisors of the main issues to be discussed prior to each meeting. The BMA shall also inform the Supervisors of actions planned during meetings and outcomes of action taken in respect thereof. 7. The activities and findings of the Supervisory College shall not impact in any way the individual regulatory responsibilities of each Supervisor required in accordance with its jurisdictional laws. 7. Cooperation in going concern situations 7.1 The Supervisory College 1. The organisation of the Supervisory College reflects the activities and the legal structure of the Group and the risks to which iti is or might be exposed. 2. Other forums in which Supervisors may participate, (for instance regional colleges if appropriate), may be utilised by the BMA and the Supervisors to cooperate and disclose information relating to the Group. Such forums may be proposed by the BMA or the Supervisors on a permanent basis or in light of specific circumstances. A list of such forums will be maintained by the BMA and all Supervisors shall be consulted on or informed of any changes as necessary. All forums created are expected to report on their duties and functions to thel BMA and to a group meeting of the Supervisory College when necessary. 3. The BMA may extend an invitation to other Competent Authorities and relevant banking or securities regulators (""Third Party Regulators"") to participate in aspects of any meeting of a Supervisory College; with the proviso that the Third Party Regulators have supervisory functions regarding the Group and have confirmed to the BMA and the Supervisors that the Legislation to which they are subject are equivalent to the legal confidentiality obligations of the Supervisors prior to the meeting, and the Supervisors have had the opportunity to review the same and to conclude arrangements on confidentiality and professional secrecy with the relevant Third Party Regulators, if necessary, and therefore agreed in advance to the Third Party Regulators' attendance and participation.",-1,Rarely
Arkansas,Arkansas_4.json,1,MEMORANDUM OF UNDERSTANDING BETWEEN THE ARKANSAS DEPARTMENT OF FINANCE & ADMINISTRATION AND THE NATIONAL POLICE AGENCY OF THE REPUBLIC OF KOREA,-1,Rarely
Arizona,Arizona_7.json,1,"TITANO A DECLARATION OF COOPERATION TO BE ENTERED INTO BETWEEN THE GOVERNMENT OF THE STATE OF ARIZONA, THROUGH THE ARIZONA DEPARTMENT OF TRANSPORTATION AND THE GOVERNMENT OF THE STATE OF SONORA, THROUGH THE SECRETARIAT OF INFRASTRUCTURE AND URBAN DEVELOPMENT FOR ARIZONA-SONORA BORDER MASTER PLAN COORDINATION AND IMPLEMENTATION",-1,Rarely
Arizona,Arizona_4.json,3,"THEREFORE, BE IT RESOLVED THAT: FIRST - That ADOT and SIDUR agree to establish a prevention and information campaign based on safe driving practices, to be called Safety Corridor Program, to be deployed in the corridor connecting Lukeville/Sonoyta with Puerto Penasco, Sonora. SECOND - That ADOT and SIDUR, along with other relevant safety driven organizations in both states, will share information on best practices on road and highway safety programs and offer reciprocal training opportunities for safety personnel. THIRD - That ADOT and SIDUR, will create an informational campaign for the traveling public and distribute information throughout the Safety Corridor between Lukeville/Sonoyta and Puerto Penasco, Sonora. FOURTH - That ADOT and SIDUR will enhance Safety Corridor Program outreach efforts during key vacation periods such as the long weekends associated with Memorial Day, the 4th of July, and Labor Day. This statement is signed on Friday, December 1 of the year two thousand and seventeen, within the framework of the Plenary Session between the Arizona-Mexico Commission and the Sonora- Arizona Commission, held in Puerto Penasco, Sonora. This Declaration of Cooperation is intended to memorialize the Participants' commitment to explore ways to promote collaboration between them, but it is non-binding and does not create any legal or binding obligation between the states. Nothing in this Declaration of Cooperation should be read to conflict with the laws and regulations of the United States of America or the United Mexican States (or any state or local jurisdiction), or with any relevant international agreements. There are no third-party beneficiaries to this Declaration of Cooperation. The Arizona Department of Transportation and the Department of Infrastructure and Urban Development of Sonora may terminate its participation under this Declaration of Cooperation at any time through a written notice of termination. Nonetheless, the Arizona Department of Transportation and the Department of Infrastructure and Urban Development of Sonora should endeavor to give the other party 30 days' written notice ofits intention to terminate this Declaration of Cooperation. The termination should not preclude the completion of any cooperative activities agreed upon while the Declaration of Cooperation was valid. Each state will be responsible for its own expenses in the implementation of this Declaration of Cooperation.",-1,Rarely
California,1392022.json,4,"AEEJ Desarrollo hovecindes aéexoskecs Economico ENERGYCOMMISSION Jalisco GOBIERNO DEL ESTADO SECTION IX Transparency and Public Information Documents and communications related to this Memorandum of Understanding and its implementation may be subject to disclosure under public records. and transparency laws of the countries to which the Participants belong. SECTION X Intellectual Property The Participants intend to adopt all appropiate measures, in accordance with their respective laws and regulations, and treaties applicable to the United Mexican States and the United States of America, to protect intellectual property rights and interests that may arise from the implementation of the cooperative activities under this Memorandum of Understanding. SECTION XI Other International Instruments This Memorandum of Understanding does not limit the right of the Participants to participate to enter into similar instruments of cooperation with other institutions. The cooperation provided for in this Memorandum of Understanding shall not affect the rights and obligations assumed by the Participants through other international agreements. SECTION XII Notifications Any notice or other communication between the Participants under this Memorandum of Understanding shall be in writing, in English and Spanish, and sent to following addresses: For the California Energy Commission: Mr. Bryan Early Address: 715 P Street, Sacramento CA 95184, USA E-mail: bryan.early@energy.ca.gov For the Jalisco Energy Agency: Ms. Karen Alejandra Jackson Berzunza Address: Lopez Cotilla # 1505, piso 8, Colonia Americana, Guadalajara, Jalisco, C.P. 44160 E-mail: karen.jackson@jalisco.gob.mx Page415",-1,Rarely
California,1392022.json,3,"AEEJ Desarrollo Axeeindes eyrokie Economico ENERGY COMMISSION Jalisco GORIFRNO DEL ESTADO This Memorandum of Understanding is a voluntary initiative. It does not create any legally binding rights or obligations and creates no legally cognizable or enforceable rights or remedies, legal or equitable, in any forum whatsoever. In addition, the pledges in this Memorandum of Understanding are not conditioned upon reciprocal actions by other Participants; each Participant retains full discretion over implementation of its pledges in light of the Participant's individual circumstances, laws, and policies in the Participant's respective countries; and each Participant is free to withdraw from the Memorandum. SECTION V Availability of Personnel and Resources This Memorandum of Understanding does not involve the exchange off funds, nor does it represent any obligation of funds by either Participant. All costs that may arise from activities covered by, mentioned in, or pursuant to this Memorandum of Understanding will be assumed by the Participant who incurs them, unless otherwise expressly agreed in a future written arrangement in accordance with applicable laws. All activities undertaken pursuant to this Memorandum of Understanding are subject to the availability of funds, personnel and other resources of each Participant. The personnel designated by a Participant for the execution of this Memorandum of Understanding will work under the orders and responsibility of that Participant and any other organization or institution to which the personnel already belongs, at all times maintaining any preexisting employment relationship only with that Participant and organization or institution, and not with any other Participant. SECTION VI Compliance with Applicable Laws This Memorandum of Understanding shall be construed consistent with all applicable laws, and activities undertaken in connection with this Memorandum of Understanding shall be subject to, and shall be undertaken in a manner consistent with, all otherwise- applicable laws. SECTION VII Interpretation and Application Any difference that may arise in relation to the interpretation or application of this Memorandum of Understanding will be resolved through consultations between the Participants, who will endeavor in good faith to resolve such differences.  SECTION VIII Participation of other Institutions The Participants, by common consent, may seek the collaboration of a third party, including universities and other public and private academic and research and development institutions, or any other organizations whose activities may contribute to achieving the goals of this Memorandum of Understanding. Page 315",-1,Rarely
California,1392022.json,1,"AEEJ Desarrollo Aprewodestrvnke de Jalisco Economico ENERGY COMMISSIO Jalisco GOBIERNO DEL ESTAOO MEMORANDUM OF UNDERSTANDING BETWEEN THE GOVERNMENT OF THE STATE OF JALISCO OF THE UNITED MEXICAN STATES AND THE ENERGY RESOURCES CONSERVATION AND DEVELOPMENT COMMISSION OF THE STATE OF CALIFORNIA OF THE UNITED STATES OF AMERICA ON COOPERATION ON CLEAN ENERGYPOLICIES AND PROGRAMS This Memorandum of Understanding is entered into between the Government of the State of Jalisco of the United Mexican States, through the Ministry of Economic Development (""Jalisco""), and the Energy Resources Conservation and Development Commission of the State of California of the United States of America (""California Energy Commission""), collectively, hereinafter referred to as ""the Participants""; WHEREAS, on August 30, 2016, the Participants entered into a Memorandum of Understanding between the State of Jalisco of the United Mexican States and the California Energy Commission on Cooperation on Clean Energy Policies and Programs; WHEREAS, the initial two-year term of the Memorandum of Understanding signed by the Participants in 2016 remained in effect until August 30, 2018; RECOGNIZING the value of the knowledge, experiences, data, and best practices shared between the Participants, the Participants wish to enter into a Memorandum of Understanding again; Therefore, the Participants have reached the following understanding: SECTION I Objective The objective of this Memorandum of Understanding is to encourage future collaboration for the development of clean energy policies and programs between the Participants on the basis of equality and mutual benefit. SECTION II Areas of Cooperation The Participants intend to cooperate in the following modalities subject to the laws, rules, regulations, and policies governing the subject matter in their respective countries: 1. Promote cooperation in mutual interest areas, including: I a) energy efficiency, including codes and standards development; b) demand-side management; c) development of renewable energy development and grid integration; Page115",-1,Rarely
California,1392021.json,5,"SECTION IX Final Provisions This Memorandum of Understanding is effective from the date of its signature, for a five- year period, unless renewed or extended by the Participants in the same manner that the Participants may otherwise modify this Memorandum of Understanding. This Memorandum of Understanding may be modified at any time by mutual consent of the Participants. Any modification shall be made in writing and specify the date on which such modification is to become effective. Any of the Participants may, at any time, withdraw from this Memorandum of Understanding by providing a written notice to the other Participant(s). A Participant that intends to withdraw from this MOU shall endeavor to provide notice of such withdrawal to other Participants 60 days in advance. If the Memorandum of Understanding is terminated by either Party, steps shall be taken to ensure that the termination does not affect any prior project or activity already in progress. A Participant that intends to terminate a previously initiated activity shall endeavor to reach an understanding with the other Participant concerning such termination. The Participants hereby provide written notice, effective from the date of the signature below, of discontinuation of the previous Memorandum of Understanding. Pursuant to Section 9 of the previous Memorandum of Understanding, discontinuation is effective three months from the date of this written notice. During the three months in which both Memoranda of Understanding remain in effect, this Memorandum of Understanding shall supplement the terms of the prior Memorandum of Understanding. Thereafter, this Memorandum will be the only Memorandum of Understanding in effect between the Participants. Signed in Sacramento, California and Copenhagen, Denmark, on March 9, 2021, in three original copies in English. For the Danish Ministry of Environment : For the California Environmental Protection Agency of the State of California; Lea Wermelin, Minister for the Environment of Denmark Jared Blumenfeld, Secretary of the California Environmental Protection Agency The Natural Resources Agency of the State of California Wade Crowfoot, Secretary of the California Natural/Resources Agency 122 E & a2",-1,Rarely
California,1392021.json,3,"4 A 2 The California Environmental Protection Agency designates the State Water Resources Control Board and the Natural Resources Agency designates the Department of Water Resources of the State of California who together with the Government's Office of the State of California will coordinate activities under this Memorandum of Understanding. In coordinating such activities, the Governor's Office shall be the focal point for Californian coordination and engagement related to this MOU, and will coordinate with other relevant Californian government entities and other parties as needed. The Participants respectively designate the Embassy of Denmark and the Governor's Office of the State of California to: a) Establish the creation of an action plan to implement the objectives of this Memorandum of Understanding; b) Monitor the progress of implementation of the action plan; c) Prepare biannual progress summaries to the Parties; and d) Coordinate Participant meetings to celebrate advances and review future areas of cooperation. SECTION IV Specific Activities Specific activities to achieve the objectives of this Memorandum of Understanding for the key sectors and initiatives identified in Section II may include: a) Exchange of information regarding policies and regulations, governance models, and documentation; b) Intergovernmental and international visits involving policymakers, regulators, academic institutions, and businesses; C) Joint activities such as organization of and participation in seminars, workshops, and meetings to share information and practices, educate key stakeholders, and promote ties between Danish and Californian sectors; d) Facilitation of research between academic and governmental institutions; e) Identification of one or more joint demonstration pilot projects between the Parties, private sector, and one (or more) utilities; and  Encouragement, as appropriate, of non-governmental organizations, government institutions, businesses, research institutions, water utilities, counties, cities, and municipalities to participate in cooperative activities in further support of the objectives of this Memorandum of Understanding. 122 2 u L CR 2",-1,Rarely
California,1352021.json,10,"For Japan Bank for International Cooperation: MAEDA Tadashi Governor of Japan Bank for International Cooperation Signing Location: Tokyo,Japan Signing Date and Time: March 5th,2021 9:25AM(JST) 10",-1,Rarely
California,1352021.json,7,"IN WITNESS WHEREOF, the Parties, acting through their duly authorized representatives, have caused this Memorandum of Understanding to be duly executed on March 5th, 2021 in three (3) originals in English. [RELEVANT'SIGNATURE PAGES TO BE INCLUDED] 7",-1,Rarely
Arizona,Arizona_11.json,3,"WHEREAS the National Research Council found that ""research parks are increasingly seen around the world as a means to create dynamic clusters that accelerate economic growth and international competitiveness. They are widely considered to be a proven tool to encourage the formation ofi innovative high technology companies. They are also seen as an effective means to generate employment and to make existing companies more competitive"". NOW THEREFORE BE IT RESOLVED THAT The Participants will facilitate a discussion to identify a technology-based economic development strategy with the goal of increasing collaboration and the flow of ideas between innovators and tech parks within the two-state region; In conjunction with key tech park partners, education authorities and economic developers, the Participants will evaluate opportunities to strengthen bilateral cooperation, technology commercialization and market expansion; strive to identify specific projects and partnerships; and strive to identify and coordinate adequate resources and programs to support joint ventures; and The Participants will engage additional committees of the Arizona-Mexico Commission/Comision Sonora Arizona to ensure an inclusive and dynamic process that can encourage strong cross-pollination and provide economic value. This Memorandum of Understanding is intended to memorialize the State of Arizona and State of Sonora's commitment to explore ways to promote collaboration between them, but it is non-binding and does not create any legal or binding obligation between the states. Nothing in this Memorandum of Understanding should be read to conflict with the laws and regulations of the United States of America or the United Mexican States (or any state or local jurisdiction), or with any relevant international agreements. There are no third-party beneficiaries to this Memorandum of Understanding. The State of Arizona or the State of Sonora may terminate its participation under this Memorandum ofUnderstanding at any time through a written notice of termination. Nonetheless, the State of Arizona and State of Sonora should endeavor to give the other party 30 days written notice ofi its intention to terminate this Memorandum of Understanding. The termination should not preclude the completion of any cooperative activities agreed upon while the Memorandum of Understanding was valid. Each state will be responsible for its own expenses in the implementation of this Memorandum of Understanding.",-1,Rarely
Arizona,Arizona_5.json,3,"WHEREAS, the deployment of smart technologies can contribute to the efficient and safe flow of trucks and their cargo along the Arizona-Mexico Corridor; That the use ofi information technology in freight transport is increasingly important and useful in attracting investment, contributing to security throughout the logistics chain; and WHEREAS, Arizona and Sonora have worked to create a border environment recognized for its modern facilities and innovative processes, and a corridor that enhances the competitiveness of the region and the companies that operate in it; and WHEREAS, the Arizona Commerce Authority and the Secretary of Economy of the State of Sonora, have been important partners for economic development in the region. NOW THEREFORE, BE IT RESOLVED THAT: FIRST - That Arizona, through the Arizona Department of Transportation, and Sonora, through the Department of Infrastructure and Urban Development, will endeavor to continue to promote and offer technical certification programs that support truck drivers' and trucking companies' compliance with road safety standards and regulations; SECOND - That Arizona and Sonora will encourage the deployment ofinnovative systems and technologies that contribute to the safety of the Arizona-Mexico Corridor and that espouse the principles promoted by the Smart Borders Initiative in an effort to enhance the competitiveness of the Arizona-Mexico Corridor; THIRD - That Arizona and Sonora will promote the benefits of these efforts with the goal of attracting new investments to the Arizona-Sonora Megaregion; and FOURTH - That Arizona and Sonora will endeavor to share non-confidential information with each other in order for Sonora to create the Safety Commercial Logistical Corridor Program in an effort to enhance the efficient and safe flow oftrucks and supply chains between both states. This Memorandum of Understanding will become effective as of the date ofi its signature and will remain in force for a period of five (5) years, extendable for periods of equal duration. This Declaration of Cooperation is signed on Friday, November 30 of the year two thousand and eighteen, within the framework of the Plenary Session between the Arizona-Mexico Commission and the Sonora-Arizona Commission, held in Hermosillo, Sonora. This Declaration of Cooperation is intended to memorialize the Participants' commitment to explore ways to promote collaboration between them, but it is non-binding and does not create any legal or binding obligation between the states. Nothing in this Declaration of CONSEJERIA JURIDICA NFI POnFR AFCUTIVO",-1,Rarely
California,1June7.json,6,"4. dp R3 - 4. Information technologies and techniques including software, advanced communication products and services benefiting the mitigation of criteria air pollutants and greenhouse gas emissions, and advancing clean energy development; 5. C X 7 L A 5. Establishment of California-Beijing Clean Tech Innovation Center in the Zhongguancun High-tech Park (Z-Park); 6. 6. Participation in the development of the California-China Clean Technology Partnership Fund; 7. 7. Other areas mutually agreed by the Participants. 71 I L - SIE Paragraph 3 IMPLEMENTATION RERA (FTTUT) 6",-1,Rarely
Arizona,Arizona_7.json,3,"The States of Arizona and Sonora, based on these Considerations, both pledge the following: 1. Toi institute aj project implementation and coordination plan through the Transportation, Infrastructure and Ports Committee of the Arizona-Mexico Commission and the Comision Sonora Arizona, thati includes persons representing the highest levels of affected governments and appropriate stakeholders with a direct and vested interest in the projects. This Committee should maintain close coordination with two important entities vital to the future vitality ofinternational relationships pertaining to the Arizona-Sonora region: The United States Federal Highway Administration, and Mexico Ministry of Communications and Transportation-supported U.S./Mexico Joint Working Committee on Transportation Planning. 2. To recognize and keep abreast of Federal and State - U.S. and Mexico, Arizona and Sonora- - transportation and border facility coordination and programming initiatives to assure projects on the prioritized list are integrated fully into the planning and prioritization processes. 3. To identify and work to secure funding from a variety of sources for the highest-ranked projects. 4. To seek out and, where feasible, implement innovative funding and financing strategies. 5. To work to institutionalize the border master plan byl having the plan be a dynamic living document that will be updated on an ongoing basis, ideally every three to five years. This Declaration of Cooperation is signed on Friday, the 14th day of June in the year 2013, within the framework of the plenary session between thef Arizona-Mexico Commission and the Comision Sonora-Arizona, held in Scottsdale, Arizona. John S. Halikowski Fernando Sala T Pompa Director Directer ofspecial Projects Arizona Department of Transportation Department of Transportation State of Sonota Honorary Witnesses: I Janice K. Brewer GuillermaPadre Elias Governor, State of Arizona Governor, State of Sonora",-1,Rarely
California,1 (5).json,8,"but changes in the agreement shall not affect registrations for the 1956 registration year. Section 91. ""Cancellation or Revocation"". This agreement shall continue in full force thereafter until cancelled or revoked by the official or officials of any contracting State authorized to enter into this agreement, upon 30 days written notice to the corresponding officials ofthe other contracting States.",-1,Rarely
Alaska,Alaska_1.json,5,"Article V- Licenses and Permits Whenever a person holds a license, certificate or other permit issued by any signatory to the arrangement evidencing the meeting or qualifications for professional, mechanical or other skills, and when such assistance is requested by the receiving signatory, such person is deemed to be licensed, certified or permitted by the signatory requesting assistance to render aid involving such skill to meet an emergency or disaster, to the extent allowed by law and subject to such limitations and conditions as the requesting signatory prescribes by executive order or otherwise. Article VI - Liability Any person or entity of a signatory rendering aid in another signatory pursuant to this arrangement is considered an agent of the requesting signatory for tort liability and immunity purposes. Any person or entities rendering aid in another signatory pursuant to this arrangement is not liable on account of any act or omission of good faith on the part of such forces while so engaged or on account of the maintenance or use of any equipment or supplies in connection therewith. Good faith in this article does not include willful misconduct, gross negligence or recklessness. Article VII - Supplementary Agreements Because it is probable that the pattern and detail of the provision for mutual aid among two or more signatories may differ from that among the signatories that are party to this arrangement, this contains elements of a broad base common to all signatories, and nothing in this arrangement precludes any signatory from entering into supplementary agreements with another signatory or affects any other agreements already in force among signatories. Supplementary agreements may include, but are not limited to, provisions for evacuation and reception of injured and other persons and the exchange of medical, fire, public utility, reconnaissance, welfare, transportation and communications personnel, equipment and supplies. Article VIII - Workers' Compensation and Death Benefits Each signatory shall provide, in accordance with its own laws, for the payment of workers' compensation and death benefits to injured members of the emergency forces of that signatory and to representatives of deceased members of those forces if the members sustain injuries or are killed while rendering aid to another signatory pursuant to this arrangement, in the same manner and on the same terms as if the injury or death were sustained within their own jurisdiction. 5 MK-00035 ELARM - Sept. 30, 2008 PRR-2020-0119",-1,Rarely
Arkansas,Arkansas_9.json,16,For Official Use Only APPENDIX 4 CRISIS MANAGEMENT PLAN 16,-1,Rarely
Arkansas,Arkansas_9.json,15,"For Official Use Only Newl Hampshire Insurance Patricia Gosselin Department Chief Financial Analyst Patricia.Gosselin@ins.nh.gov New Hampshire, USA Tel: 1-603-271-2920 Douglas Bartlett Director of Financial Regulation Douglas.Bartlett@ins.nh.gov Tel: 1-603-271-2879 Mary Verville Senior Financial Analyst Mary.Verville@ins.nh.gov Tel: 1-603-271-2807 15",-1,Rarely
Arkansas,Arkansas_9.json,14,"For Official Use Only Orla Kennedy orla.kennedy@centralbank.ie Tel: +353 (0) 1 224 6023 Monetary, Authority of Singapore Jesper Pan jesper pan@mas.gov.sg Singapore Theresa Jiang theresa jiang@mas.gov.5g Swiss Financial Market Supervisory Jens Gyger Authority FINMA jens.gyper@finma.ch Tel: +41 (0)31 327 96 50 Switzerland Daniel Weijand Daniel.Weijand@finma.ch Prudential Regulation Authority Nick Clements Nick. Clements@bankofengland.co.uk United Kingdom Tel: 44 203 461 7230 Husain Riaz Riaz.Husain@bankofengland.co.uk Tel: 44 203 461 7278 Arkansas Insurance Department Mel Anderson Deputy Commissioner of Financial Regulation Arkansas, USA mel.anderson@arkansas.gov Tel: 1-501-371-2667 Brenda Haggard Manager, Financial Analysis Brenda.haggard@arkansas.gov Tel: 1-501-371-2822 State of Delaware Department of Dave Lonchar Insurance Director of Company Regulation Dave.lonchar@state.de.us Delaware, USA Tel: 302-674-7334 Rylynn Brown Financial Analysis Supervisor Rylynn.Brown@state.de.us Tel: 302-674-7336 Chris Porter Insurance Financial Analyst chris.porter@state.de.us Tel: 302-674-7325 14",-1,Rarely
Arkansas,Arkansas_9.json,11,"For Official Use Only APPENDIX: 1 GROUP STRUCTURE CHART Organizational Chart (as at February 17,: 2016) A WOHEB Allied World Assurance Compawntbetdangs Holdings, AG KCHNEN leu nco Alliea World Bemmudal - cuvrenaimonct.te Allina AllAS EU Eran ran - pmu WOINCH AE l Lu 11",-1,Rarely
California,1962022.json,6,"SECTION V Points of Contact Unless the Participants agree otherwise, the primary points of contact fort the Participants, for communication and information exchange, as well as any notice required to be submitted under this Memorandum of Understanding, will be: Ministry of Infrastructure and Water Management of the Netherlands: Jan Top, Attaché for Infrastructure and Water Management Govemment of California: Shereen D'Souza, Deputy Secretary, Environmental Protection Agency SECTION VI No Legal Obligations, Rights, or Remedies This Memorandum of Understanding is a voluntary initiative. It does not create any legally binding rights or obligations and creates no legally cognizable or enforceable rights or remedies, legal or equitable, in any forum whatsoever. In addition, the actions in this Memorandum of Understanding are not conditioned upon reciprocal actions by other Participants; each Participant retains full discretion over implementation of its actions in light of the Participant's individual circumstances, laws, and policies; and each Participant is free to withdraw from the Memorandum of Understanding at any time. SECTION VII Availability of Personnel and Resources This Memorandum of Understanding does not involve the exchange of funds, nor does it represent any obligation of funds by either Participant. All costs that may arise from activities covered by, mentioned in, or pursuant to this Memorandum of Understanding will be assumed by the Participant who incurs them, unless otherwise expressly agreed in a future written arrangement in accordance with applicable laws. All activities undertaken pursuant to this Memorandum of Understanding are subject to the availability of funds, personnel and other resources of each Participant. The personnel designated by a Participant for the execution of this Memorandum of Understanding will work under the orders and responsibility of that Participant and any other organization or institution to which the personnel already belongs, at all times maintaining any preexisting employment relationship only with that Participant and organization or institution, and not with any other Participant. SECTION VIII Compliance with Applicable Laws This Memorandum of Understanding shall be construed consistent with all applicable laws, and activities undertaken in connection with this Memorandum of Understanding",-1,Rarely
California,1962022.json,3,"f) To reduce GHG emissions in the transportation sector, including across ports and the freight sector, support action on ZEVS, advance EV charging infrastructure capabilities, decrease carbon intensity of transportation fuels, and increase the range of low-carbon and renewable fuel alternatives, while also ensuring the affordability of zero emission transportation; g) To encourage the participation of the public, private, and other sectors in the transition towards a circular economy, specifically in relation to plastics packaging, textiles, the built environment, and the automotive sector. Also, to develop collaborative projects, including trade missions, to facilitate business exchanges, and to further commercial activity, joint ventures, investment, and trade; and h) To take bold action on super pollutants such as methane and nitrogen (nitrous oxide). SECTION II Areas of Cooperation The Participants intend to further the objectives set forth in Section I through initiatives focused particularly on, but not limited to, the following areas of cooperation: a) Climate Planning and Action Creating dialogue to share lessons learned on planning for long-term climate strategies for carbon neutrality and deep decarbonization, including through nature based solutions; b) Zero Emission Mobility, Freight and Electric Vehicle Charging Sharing technical information and promoting best practices to transition transportation and freight to zero emission, including through renewable energy, low-carbon fuels, and ZEVS, which includes both electric battery and hydrogen-powered vehicles, active mobility, and vehicle automation. In particular, both Parties will engage in dialogue related to EV batteries, EV charging, interoperability, vehicle-grid integration, charging cybersecurity, and workforce training infrastructure;"" Sharing information and best practices on actions to reduce emissions at ports including from ocean-going vessels, harbor craft, trucks, and port equipment, as well as the renewable energy, infrastructure, and clean fuels to support them. 1 An already-agreed action plan between the Parties on EVI batteries charging is attached as an addendum to this Memorandum of Understanding.",-1,Rarely
Alaska,Alaska_1.json,6,"Article IX - Reimbursement Any signatory rendering aid to another signatory pursuant to this arrangement shall, if requested, be reimbursed by the signatory receiving such aid for any loss or damage to or expense incurred in the operation of any equipment and the provision of any service in answering a request for aid and for the costs incurred in connection with those requests. An aiding signatory may assume in whole or in part any such loss, damage, expense or other cost or may loan such equipment or donate such services to the receiving signatory without charge or cost. Any two or more signatories may enter into supplementary agreements establishing a different allocation of costs among those signatories. Benefits under Article VIII are not reimbursable under this section. Article X- Evacuation Each signatory shall initiate a process to prepare and maintain plans to facilitate the movement of and reception of evacuees into its territory or across its territory, according to its capabilities and powers. The signatory from which the evacuees came shall assume the ultimate responsibility for the support of the evacuees, and after the termination of the emergency, for the repatriation of such evacuees. Article XI - Implementation 1. This arrangement is effective upon its execution or adoption by any two signatories, and is effective as to any other signatory upon its execution or adoption thereby: subject to approval or authorization by the U.S. Congress, if required, and subject to enactment of any national, state, provincial or territorial legislation that may be required for the effectiveness of the arrangement. 2. Any signatory may withdraw from this arrangement but the withdrawal does not take effect until 30 days after the governor or premier of the withdrawing signatory has given notice in writing of such withdrawal to the governors or premiers of all other signatories. The action does not relieve the withdrawing signatory from obligations assumed under this arrangement prior to the effective date of withdrawal. 3. Duly authenticated copies of this arrangement in the French and English languages and of such supplementary agreements as may be entered into shall, at the time of their approval, be deposited with each of the signatories. 6 MK-00036 ELARM - Sept. 30, 2008 PRR-2020-0119",-1,Rarely
Washington,Washington_17.json,1,"Memorandum ofUnderstanding on Collaboration between Mie Prefecture, Japan and The State of Washington, United States of America EER, VV - N DEHTORT",-1,Rarely
California,California_5.json,14,"FOR THE GOVERNMENT OF CALIFORNIA At Du a 27,2017 Edmunel 4 Sroun Edmund G. Brown Jr. Governor ofCalifornia FOR THE GOVERNMENT OF ONTARIO 2 At Guebec Cihy on Sept.22/7 L / n Kathleen Wynne Premier ofOntarid FOR THE GOUVERNEMENT DU QUÉBEC At Quebec QLy on kpL22 2017 Philippe Couillard Premier ministre du Québec 2 Ontario withdrew as a party in June 2018. See United States V. California, 444 E Supp. 3d 1181, 1189 (E.D. Cal. 2020) (discussing the withdrawal).",-1,Rarely
Texas,Texas_12.json,14,"Further Affiant saith naught. AFFIANT: Moocton MARIA R. LEON SUBSCRIBED AND SWORN TO BEFORE ME by MARIA R. LEON this 1944 day of February 2020. Ouhauy Moudnel Notary Public in and for the State of Texas TIFFANY GARDNER Notary Public, State ofTexas) Notary Without Bond Notary ID # 12968275-2 My Commission Expires 03-23-2022 I",-1,Rarely
