id,propaganda,his_propaganda
115420559392004198,Distraction,"""No"""
115420439983527137,Call,No
115420436157664232,Call,"""No"""
114661266771433205,Call,No
115420411260976917,No,"""No"""
115419815673188246,No,"""No"""
115419686256202789,Call,No
115419589580674458,Call,"""No"""
115419584805414647,Call,No
115419583758354199,Call,"""No"""
115419580763584285,Call,No
115419577297297862,Call,No
115419510654451460,Call,No
115418866635313882,Justification,No
115418834028774105,Call,"""No"""
115418813519600271,No,"""No"""
115412289768445562,No,No
115408925114284473,Call,"""No"""
115408922697857899,Attack on reputation,No
115408916651989676,No,No
115408594704490513,Call,"""No"""
115408279042674945,No,"""No"""
115408277865887528,Justification,"""No"""
115402354000676703,No,"""No"""
115401193724514444,Call,"""No"""
115401182824973489,Attack on reputation,No
115400895783278217,Attack on reputation,No
115373650611754631,Call,No
115396632441470075,Call,No
115387504970821391,No,No
115391463725537040,Call,No
115391855540856433,Attack on reputation,No
115391842662459841,Attack on reputation,"""No"""
115391767709119144,Attack on reputation,No
115391496046848119,Call,"""No"""
115386869985631344,No,No
115386862652518090,Simplification,"""No"""
115386860322605604,Attack on reputation,"""No"""
115385308751129485,Call,"""No"""
115385030312911724,Distraction,No
115384956858741387,No,No
115384523296720119,No,"""No"""
115376185480428142,No,"""No"""
115374634610067538,Call,"""No"""
115375511151051697,Call,No
115375111830070922,Call,No
115375110884191581,Call,"""No"""
115375110148150196,Call,"""No"""
115375109495548501,Call,No
115375108797044323,Call,"""No"""
115375108572896191,Call,No
115375107555771159,Call,No
115375107170577916,Call,"""No"""
115375106561964982,Call,No
115375105881550079,Call,"""No"""
115374972311663773,Call,No
115374202790006886,Distraction,No
115373751811822463,Call,No
115373569028997850,Call,No
115373521310796812,No,"""No"""
115370899456605514,Distraction,"""No"""
115370891823342027,Call,No
115370756035314921,Call,"""No"""
115370746210555899,Call,No
115367994821475171,No,"""No"""
115367950848477257,Distraction,No
115367893972306613,Call,"""No"""
115367574318732455,No,"""No"""
115366807600343140,No,No
115366805606870680,Call,Geopolitical Framing
115366802439420195,Distraction,Geopolitical Framing
115366790852004595,No,No
115362978954725477,Justification,No
115362973187528235,Call,No
115362196088273474,Distraction,No
115361806192142146,Attack on reputation,"""No"""
115359298785234325,Justification,No
115359345947837427,Call,No
115359097815090250,Attack on reputation,"""No"""
115356736998906023,Call,No
115353404685317152,Call,"""No"""
115351840469973590,Call,No
115350523979849543,Call,"""No"""
115350455734003647,Call,Geopolitical Framing
115347732161219225,No,"""No"""
115347456920917051,Call,"""No"""
115347290009466197,Call,"""No"""
115345041705180674,Justification,No
115255034951633832,No,No
115345035086352570,Justification,No
115344973130792718,Call,No
115344969648448054,Call,"""No"""
115344702341451680,No,"""No"""
115344056627930464,No,No
115344029460933968,Call,No
115344000556414178,Justification,No
115340993884364431,Call,No
115339214405326306,Call,"""No"""
115339130014906858,Call,No
115339108942948542,Call,No
115338509988551290,Distraction,No
115271135823530018,Distraction,No
115336552194960046,Call,"""No"""
115336547657622506,Call,"""No"""
115336083572186272,Distraction,No
115335985411793079,Call,No
115335941705023271,Attack on reputation,No
115332976894666371,Call,No
115332808536869094,Attack on reputation,"""No"""
115332793655857227,No,No
115329671584864920,Distraction,No
115328463321928109,Call,No
115328193599837767,Call,"""No"""
115328023446331082,"""Flag Waving""","""No"""
115327555965429625,Call,No
115327095381864389,Call,"""No"""
115327091437197645,No,"""No"""
115324116995053528,Attack on reputation,"""No"""
115324114715261770,Call,No
115323624233369062,Call,No
115323611813143803,Call,No
115323430925525240,Call,"""No"""
115323790604734426,Call,No
115322333732211990,Distraction,No
115322323424244142,Attack on reputation,"""No"""
115321994845181490,Call,No
115318223084524890,Distraction,No
115317679562891817,Call,No
115317676598981431,Attack on reputation,No
115316576281168745,Call,No
115312821068691123,Call,No
115312550655380642,Call,No
115312298602997974,Call,No
115311560762123348,Call,No
115311360340851958,No,No
115311232842528048,Call,No
115311008657859843,Call,"""No"""
115310630808491399,Call,No
115307871751959358,Call,"""No"""
115304536210429622,Distraction,No
115304455138824245,Attack on reputation,"""No"""
115304401783234720,Distraction,No
115302268694968810,Simplification,"""No"""
115301502762018573,No,"""No"""
115300785090391636,Call,No
115300247218302066,"""Attack on reputation""","""No"""
115300187189696754,Call,No
115300121637799728,Distraction,"""No"""
115300118756896774,Call,No
115299125682668163,"""Attack on reputation""",No
115291063849193343,No,No
115295135491509033,No,"""No"""
115287723938349086,Call,No
115287691323395767,Call,No
115287641147640374,Attack on reputation,No
115285407847623317,"""Call""","""No"""
115285037264191888,No,"""No"""
115284390473558678,Call,"""No"""
115283821263580695,"""No""","""No"""
115283825662825835,No,"""No"""
115283456384015419,No,"""No"""
115283020712432544,Call,No
115282475594529474,Call,"""No"""
115282373388310178,Call,"""No"""
115282009590636281,Call,No
115279734861052153,Call,"""No"""
115277958170081067,Attack on reputation,"""No"""
115277150178333751,Attack on reputation,No
115276694936263266,Call,No
115273002921064922,Attack on reputation,No
115272913573921379,Call,No
115272791741064606,Call,"""No"""
115272758814629814,Attack on reputation,No
115272665190921190,Attack on reputation,No
115272539858157742,Justification,"""No"""
115271189838263038,No,"""No"""
115270250599016202,"""Attack on reputation""","""No"""
115270236987768479,Attack on reputation,No
115268421148098339,"""Attack on reputation""","""No"""
115267566687091858,Justification,No
115267513846352215,Attack on reputation,No
115267512131958759,No,No
115267459188661048,Justification,No
115267382531822964,Justification,No
115265761140050795,No,"""No"""
115265100530813233,No,"""No"""
115265657211315840,No,"""No"""
115265260242945334,No,"""No"""
115265101508136637,No,"""No"""
115264848871452989,Distraction,No
115261466629181518,Distraction,No
115261110149678466,Attack on reputation,No
115261106680507707,Call,No
115260643704742189,Attack on reputation,No
115260622454907511,Attack on reputation,"""No"""
115256938634035559,Attack on reputation,"""No"""
115254123044077073,Distraction,No
115254113238985787,Distraction,No
115254088484141095,Justification,No
115254075786092196,Justification,No
115254036566259781,Distraction,"""No"""
115255130298104593,Call,No
115255115250137156,Call,No
115254544745193117,No,No
115254363337739989,Call,No
115253901757845391,Attack on reputation,No
115250311291343080,Justification,No
115249076293700355,Call,No
115248712390172467,No,"""No"""
115244839192316435,No,No
115244831318960560,Attack on reputation,"""No"""
115243170361759043,Call,"""No"""
115239776714791650,Attack on reputation,"""No"""
115239306164275142,Call,No
115239044548033727,Call,No
115239044263612470,Call,"""No"""
115239012437859070,Justification,No
115238993505561388,Call,No
115238745589536576,Distraction,No
115238732896636210,No,No
115238637490866159,Call,No
115237675581682288,Distraction,No
115234681538876098,Attack on reputation,No
115233858097105046,Call,"""No"""
115233841743981161,Attack on reputation,"""No"""
115233821158063044,Call,"""No"""
115233555445134712,Call,No
115233273741566911,Attack on reputation,"""No"""
115233272162019294,Call,No
115232256964155055,Call,"""No"""
115231649861246548,Call,No
115227872322760999,No,No
115227870570776224,Attack on reputation,"""No"""
115227590551904968,Attack on reputation,"""No"""
115227570336805813,Call,No
115227439432496065,Call,No
115227402361307056,Attack on reputation,No
115227391845966364,Attack on reputation,"""No"""
115227330235996125,Call,No
115222459539841970,Attack on reputation,No
115222372625104790,Attack on reputation,No
115217256645822887,Attack on reputation,"""No"""
115216612718850378,"""Attack on reputation""","""No"""
115216073639611002,No,"""No"""
115215373441679018,No,"""No"""
115216445416479469,"""Call""","""No"""
115216434940272027,Call,"""No"""
115215935113008933,Call,"""No"""
115215588649960500,Attack on reputation,No
115215531079925851,Call,Geopolitical Framing
115215419860494912,Distraction,No
115215278610415981,Call,Geopolitical Framing
115215261916717696,Call,"""No"""
115210251262068973,Call,No
115158844720799812,No,No
115214606264586178,Call,"""No"""
115158330468381986,Attack on reputation,No
115199460946450022,Justification,No
115204049358078594,No,"""No"""
115211918198289404,Attack on reputation,"""No"""
115210542156462323,No,"""No"""
115210521101816652,No,"""No"""
115210075167747572,Call,Geopolitical Framing
115209549037822166,Call,"""No"""
115209308362990527,Call,"""No"""
115102880953568178,Call,"""No"""
115208353139528932,No,"""No"""
115208260926006345,Call,No
115208219886830624,Distraction,"""No"""
115208193218518172,Distraction,"""No"""
115208143657180249,Distraction,"""No"""
115208055477865026,Distraction,"""No"""
115207991871277413,Attack on reputation,No
115206570863756188,Call,No
115206527064725917,Call,No
115205520510774944,Attack on reputation,No
115203976647679985,Call,"""No"""
115203966487358380,Call,No
115198530237918666,No,"""No"""
115196697263809382,No,No
115194602130168891,Distraction,"""No"""
115193110827591178,No,No
115191689087302108,Call,"""No"""
115187206743663378,Call,No
115187206020244589,Call,No
115187205784578767,Call,No
115186969669045268,Call,No
115186868794986559,Call,No
115186503899309206,Call,No
115186230726893391,No,"""No"""
115186228312744900,Call,No
115186203931436783,No,"""No"""
115183827069786801,No,No
115182892535295750,"""Call""","""No"""
115182019266546196,Call,"""No"""
115181934991844419,Attack on reputation,No
115181549363103818,Call,"""No"""
115180631135047280,Distraction,No
115180154793561569,"""Attack on reputation""","""No"""
115180060678818221,Call,No
115177916289896131,Call,"""No"""
115176746512388246,No,"""No"""
115176472700835865,Call,No
115176212194047212,Call,No
115176193823019593,No,No
115175155559334769,Call,"""No"""
115175015858047704,Call,"""No"""
115174504752942494,Attack on reputation,"""No"""
115171801902619547,Call,"""No"""
115171248213293804,Call,No
115170494005487289,Attack on reputation,No
115169843962994945,Call,No
115169727944499112,"""Attack on reputation""",No
115169709094964283,Attack on reputation,"""No"""
115169695509089058,No,"""No"""
115169689479915977,No,"""No"""
115169686997623003,No,"""No"""
115169254084774448,No,"""No"""
115168933967621443,Distraction,No
115168778764944128,Call,No
115168758828419703,Attack on reputation,No
115168717159863645,Distraction,"""No"""
115168503787643723,No,"""No"""
115165715028507857,Call,No
115164422928262033,Call,No
115164113502668318,Distraction,No
115164084768725650,No,"""No"""
115159991746199053,No,"""No"""
115154159518653872,Call,No
115153443118480614,Attack on reputation,"""No"""
115153378284802465,Simplification,"""No"""
115153232183118149,Attack on reputation,No
115152111914572913,"""Attack on reputation""","""No"""
115152031890524220,Attack on reputation,No
115151165397446776,Attack on reputation,No
115151159839778614,Distraction,"""No"""
115148649416502990,No,"""No"""
115144139539095661,Justification,No
115144108080211609,Justification,No
115144078281517668,No,No
115143490689155283,Attack on reputation,"""No"""
115143399928532593,No,"""No"""
115136798909755892,Call,No
115141178950731936,Distraction,No
115141085934172527,No,No
115141027239026556,Distraction,No
115137717177283585,Attack on reputation,No
115136375132635794,Call,No
115134772860379495,Call,"""No"""
115134530741891730,Call,No
115131453547647085,No,"""No"""
115130857021044948,Call,No
115129261076571259,No,"""No"""
115128985245605660,Distraction,No
115128853265372429,Call,No
115126546079910626,No,"""No"""
115126499944858986,Call,No
115126449469247578,Distraction,No
115126426327367030,Distraction,No
115126421567567735,"""Attack on reputation""",No
115126384708348116,Distraction,No
115126310071570564,Attack on reputation,"""No"""
115125782692352784,No,"""No"""
115125330212310166,Call,No
115125318282199234,Call,"""No"""
115124685956430001,Call,No
115124166787814415,Justification,"""No"""
115124163211780188,Attack on reputation,No
115124041395193539,"""Attack on reputation""","""No"""
115124034604820821,No,"""No"""
115124030766596526,Attack on reputation,No
115123713005977554,No,No
115123673064341664,Call,No
115120925187256761,Call,"""No"""
115120906287440313,No,"""No"""
115120881794624188,Call,No
115120863399877029,Call,"""No"""
115120853104354494,Distraction,"""No"""
115120828581193223,No,"""No"""
115120744696536461,No,"""No"""
115120067667186412,Call,No
115120036321239638,Attack on reputation,No
115119936158265299,Distraction,"""No"""
115119151783895076,Call,No
115118817792640786,Justification,"""No"""
115114587950181071,Justification,No
115114339832960282,"""Call""","""No"""
115114270276925608,Call,No
115112927549205725,Call,"""No"""
115109848555666148,Call,No
115109725372043595,No,"""No"""
115108269835339794,Call,No
115106855887002067,Distraction,"""No"""
115106822268468130,Call,"""No"""
115104909648896585,"""Attack on reputation""","""No"""
115103943282239129,Call,"""No"""
115102954264650044,"""Call""","""No"""
115101274999111772,Distraction,"""No"""
115100868745163117,Attack on reputation,"""No"""
115100792784831675,Attack on reputation,No
115099185736327475,Attack on reputation,"""No"""
115098905035838387,No,"""No"""
115098861391135351,Distraction,No
115098852835094028,Call,No
115098837339559726,Call,"""No"""
115098660302858709,Call,No
115098161051613732,Attack on reputation,"""No"""
115097715754727825,Call,"""No"""
115095945859977843,Call,"""No"""
115095712740396417,No,No
115095611962356054,No,"""No"""
115095579197949665,Call,"""No"""
115095254091273904,No,"""No"""
115092243259973570,Call,No
115091405547047211,Call,"""No"""
115090458296153017,Call,"""No"""
115089605510353605,Distraction,No
115089582863713336,Call,"""No"""
115089457027851323,Call,No
115087160158530143,Attack on reputation,No
115086929873163909,Attack on reputation,No
115086877071260300,Call,"""No"""
115086695163847248,Attack on reputation,No
115086673663478175,Attack on reputation,No
115086563627159779,Attack on reputation,No
115085538447688269,Attack on reputation,No
115084666474687343,Attack on reputation,No
115084162750679122,Attack on reputation,"""No"""
115084149454997135,Attack on reputation,No
115081441604745953,Call,"""No"""
115081430531030440,Call,"""No"""
115078969663814221,Call,No
115074855100531685,Justification,"""No"""
115074853922882875,Call,"""No"""
115074852826314245,No,"""No"""
115074851803012151,Attack on reputation,"""No"""
115074849478784264,Call,No
115074444617901812,Call,"""No"""
115074344428193585,Call,"""No"""
115074268844516691,Call,No
115074267817502694,No,No
115074158839984797,Call,"""No"""
115073624732858033,Call,"""No"""
115072579716416093,Call,"""No"""
115072565335011054,Call,"""No"""
115070876988527695,Call,No
115070802633295008,Attack on reputation,"""No"""
115070088108962428,Call,No
115069649774874469,Call,"""No"""
115068985647592045,Call,"""No"""
115068979450739645,Call,No
115068968882877150,Call,No
115068606930305176,Call,No
115068391246280549,No,"""No"""
115067582190707382,Attack on reputation,No
115067581427069480,Attack on reputation,"""No"""
115067573139448361,Call,"""No"""
115067017601499775,Attack on reputation,No
115066670303535454,Call,No
115066339632774609,Call,No
115066304815869662,Call,"""No"""
115064867714909057,Justification,No
115064840755804065,Attack on reputation,"""No"""
115064763272706560,"""Attack on reputation""","""No"""
115064742870542521,No,"""No"""
115064726295507295,Call,"""No"""
115064705209848959,Call,No
115061558603769379,Call,No
115061532152460260,No,"""No"""
115061523871381886,No,"""No"""
115061515379882720,Justification,No
115061417084982814,Call,"""No"""
115061104213677946,Call,"""No"""
115057827631877948,Call,"""No"""
115057235181892448,Call,"""No"""
115057232009491029,No,No
115057229339116421,Call,No
115057228167480219,Call,"""No"""
115057227758129383,Call,No
115057226416192109,Call,No
115057226006495872,Call,"""No"""
115057224848483899,Call,No
115057224448370906,Call,"""No"""
115057223325978530,Call,"""No"""
115057222950737259,Call,"""No"""
115057221778612718,Call,No
115057221353307566,Call,No
115056962817663370,No,"""No"""
115056914674717313,Attack on reputation,No
115056908379843753,Call,"""No"""
115055649201137901,No,"""No"""
115055190585472069,Distraction,No
115055161214269452,Call,"""No"""
115052030103944534,Call,No
115052358324894178,Justification,No
115051906127274792,Call,No
115050161923440039,Attack on reputation,No
115050064654728051,No,No
115049995743385270,Call,"""No"""
115049974697549520,Distraction,No
115049921290485283,No,No
115049902258471066,Call,No
115049485680941254,Call,No
115047211271212413,Call,No
115047544829124027,No,"""No"""
115047539472526860,"""Attack on reputation""","""No"""
115047148158426856,Distraction,No
115047181541136552,Call,No
115047166895807142,Call,No
115047141648054993,Call,No
115047128460078066,Distraction,"""No"""
115047099758548722,Attack on reputation,No
115046837910548412,Attack on reputation,No
115044523086480891,"""Attack on reputation""","""No"""
115044510202150814,No,"""No"""
115044496848994251,Call,"""No"""
115044479755763458,Distraction,No
115044469636182947,Call,"""No"""
115044463870504970,"""Call""","""No"""
115044453395421544,Call,"""No"""
115044351128754901,"""No""","""No"""
115044290751337518,Call,"""No"""
115044273350523209,Call,No
115044243039440041,Distraction,No
115041715493538714,Call,"""No"""
115041695270508991,Justification,"""No"""
115041668780502004,Call,"""No"""
115037569702889410,Justification,No
115033738310216825,Call,"""No"""
115033577620780867,Call,"""No"""
115033574125099183,Attack on reputation,"""No"""
115033133751064517,Call,No
115032607453603307,No,"""No"""
115032429826787232,Call,"""No"""
115029630097967935,Simplification,"""No"""
115029606475866015,Justification,"""No"""
115028539481492668,Call,"""No"""
115028533639212309,Call,"""No"""
115028508095150798,Justification,"""No"""
115027044434535539,No,"""No"""
115026882886904014,No,"""No"""
115026874005799261,No,"""No"""
115026867722383342,Distraction,"""No"""
115026837372200506,Justification,"""No"""
115026776769476976,No,No
115026773200228622,Distraction,"""No"""
115024121222434538,No,"""No"""
115024069066734919,No,No
115022464168438478,No,"""No"""
115022453383517920,Distraction,"""No"""
115022369167178401,No,"""No"""
115022350288548207,No,"""No"""
115022215816175004,No,No
115022199052825878,No,"""No"""
115022151227119695,Distraction,"""No"""
115022012587872496,Call,"""No"""
115021897738089560,Call,"""No"""
115021559223615445,Attack on reputation,"""No"""
115021272837599192,Call,"""No"""
115021166810580379,No,"""No"""
115020938176485683,Attack on reputation,No
115015798555807745,Distraction,No
115017726956136844,Justification,"""No"""
115017725871815255,Justification,"""No"""
115017724759134535,Justification,"""No"""
115017724357338500,Call,No
115017723403358459,Justification,"""No"""
115017465040283855,No,"""No"""
115017453387635948,Call,No
115012797087354875,Call,No
115016246479417087,Attack on reputation,"""No"""
115016216005489412,Attack on reputation,"""No"""
115016089386029482,Attack on reputation,"""No"""
115015483801151739,Attack on reputation,No
115012849265805680,Call,No
115012717750060479,Call,No
115012623456747637,No,No
115012532470689820,Justification,"""No"""
115012131343690532,Justification,"""No"""
115011325631302905,Call,"""No"""
115011030509341542,Simplification,"""No"""
115011042098548305,Justification,"""No"""
115011010669803263,Call,"""No"""
115010061198729847,Call,Geopolitical Framing
115010049469121326,Call,"""No"""
115010039843011888,Call,"""No"""
115009924991505341,Attack on reputation,"""No"""
115008083924128265,Distraction,No
115007977998503665,Call,No
115006296068419815,Call,"""No"""
115005692562794802,Call,No
115005075016157889,Call,No
115001339487533426,Attack on reputation,No
115001174697386967,Attack on reputation,No
115001082084019408,No,"""No"""
115000471177982480,Call,No
114999087271735961,Call,No
114998948130255225,Call,"""No"""
114998940595835853,Distraction,No
114996655816700753,Call,"""No"""
114996638198251019,Manipulative wording,"""No"""
114996095625446183,No,"""No"""
114995786897421241,No,Geopolitical Framing
114995779410398631,Call,No
114995403653615328,Call,No
114994989118495992,No,No
114994974199724855,Distraction,No
114993652992825116,Attack on reputation,No
114993635488352041,Call,No
114991409673956369,Attack on reputation,"""No"""
114990585891728756,Call,"""No"""
114990543084538507,Call,"""No"""
114989897956103830,Call,Geopolitical Framing
114989707720957929,Call,"""No"""
114989706308668257,No,"""No"""
114989699566674317,Call,No
114977985620971126,Call,No
114989652109671625,No,"""No"""
114988051107686593,No,"""No"""
114989601141841568,Simplification,No
114989330714602000,Call,No
114989195031706823,Justification,"""No"""
114988489340134546,Call,"""No"""
114987880403039332,"""Call""","""No"""
114987872108405561,Call,"""No"""
114987869747445205,No,"""No"""
114982518659334871,Call,"""No"""
114987769694082982,"""Call""","""No"""
114987288040725570,Call,No
114987271488966063,Simplification,"""No"""
114987257158661963,Call,No
114987220997209419,Justification,"""No"""
114985474632707201,Distraction,No
114985420201139599,Call,No
114984083092546777,No,"""No"""
114982898525988419,No,No
114982457914490323,Justification,No
114982081738276986,Attack on reputation,No
114982029525531406,Call,"""No"""
114979780193413708,No,"""No"""
114979027654442708,No,"""No"""
114978749252122903,Attack on reputation,"""No"""
114978742843933698,Call,"""No"""
114978217713394397,Call,"""No"""
114978210414172569,No,"""No"""
114978185450691314,No,"""No"""
114974461343997782,Call,No
114974282191317621,Call,No
114973670406612532,Call,"""No"""
114973667966400208,Attack on reputation,"""No"""
114973044056093260,Call,No
114971584293011580,No,"""No"""
114971642899192957,Simplification,"""No"""
114971053091282290,Call,No
114971023059049812,"""Distraction""","""No"""
114970981123138842,Attack on reputation,No
114970970276629752,Call,No
114970952739677687,"""Attack on reputation""","""No"""
114970930963780013,"""Attack on reputation""","""No"""
114970840027774464,Distraction,"""No"""
114970631477859993,Attack on reputation,No
114970416998677033,Call,No
114968330079746127,Attack on reputation,"""No"""
114966707076456802,Call,"""No"""
114966684792614752,Call,"""No"""
114966671063911029,Attack on reputation,"""No"""
114963263700328714,Attack on reputation,No
114961565654617117,Call,No
114961541517491341,Call,No
114961522912167613,Call,"""No"""
114961147474079611,Call,No
114960298523087379,No,"""No"""
114960291067363177,No,"""No"""
114950433397228924,No,"""No"""
114959044159495165,No,No
114955773655328634,Distraction,"""No"""
114955523525768040,Call,"""No"""
114955222046259464,Attack on reputation,"""No"""
114954846612623858,Attack on reputation,No
114954549017557270,Call,No
114954267210702518,Distraction,"""No"""
114953968595024935,Call,No
114953962646647794,Call,No
114953595203270237,"""Attack on reputation""","""No"""
114953451498807072,Distraction,No
114953428953267494,"""Call""","""No"""
114951262882039337,No,"""No"""
114953234645615294,Call,No
114951007246294127,Distraction,No
114953151877294098,Justification,"""No"""
114953114494129479,Call,No
114953049546233760,Attack on reputation,"""No"""
114951578287181512,No,"""No"""
114951234439366866,No,"""No"""
114951224261822778,Distraction,"""No"""
114951217704804168,Attack on reputation,No
114951211669469504,No,"""No"""
114951042178223048,Call,"""No"""
114950348792604159,Justification,No
114950241999184378,Call,"""No"""
114949799547015541,Call,No
114949797263276943,Distraction,No
114949794821514504,Call,"""No"""
114949420607843703,Justification,No
114948452793702817,No,No
114947973077448174,Call,No
114947563324977082,Call,No
114947541528857255,Attack on reputation,"""No"""
114947443411844432,Call,"""No"""
114947427321891876,Justification,No
114947373855664074,Call,No
114947277897378239,Call,"""No"""
114945962278773358,Call,No
114945847973193713,Distraction,"""No"""
114944494894008041,Call,"""No"""
114944074791548865,Attack on reputation,"""No"""
114943927434273211,Call,No
114942699102296981,Attack on reputation,"""No"""
114942479229447490,No,"""No"""
114942222209732295,Call,"""No"""
114942113260599578,Call,"""No"""
114942106248731470,Distraction,No
114942017839445131,Call,"""No"""
114942005076829557,Call,"""No"""
114941846891513964,No,"""No"""
114939759564715119,Distraction,"""No"""
114938996274231550,Call,No
114938820270436889,No,"""No"""
114938657898917536,Attack on reputation,No
114938582774670397,"""Attack on reputation""","""No"""
114936955015376533,No,No
114936573214915016,No,No
114935401735258022,No,"""No"""
114934232969144109,Distraction,"""No"""
114934191239714896,Call,"""No"""
114933422708853578,No,"""No"""
114933034937039075,No,"""No"""
114932385332182862,Call,"""No"""
114931438809653171,Call,No
114931382534694239,Distraction,"""No"""
114920456511077924,Call,No
114926827953437897,No,"""No"""
114922802971032650,Call,"""No"""
114922713750383186,Call,"""No"""
114922310106523572,Distraction,No
114922279888085542,Attack on reputation,No
114922194000687458,Call,No
114921063256769586,No,"""No"""
114920864979561533,Call,"""No"""
114920850396392867,Call,"""No"""
114920321241792451,Call,"""No"""
114920242180121128,Simplification,No
114919812015877196,No,"""No"""
114916575834000041,Call,"""No"""
114916524424194175,No,"""No"""
114914859685995338,No,"""No"""
114914339003272307,Call,"""No"""
114911764279724622,Call,"""No"""
114911132620191745,Attack on reputation,"""No"""
114911072057863888,Call,No
114910985530072276,Call,No
114910920265013722,Call,No
114910911648955433,Call,No
114910907779613104,Call,No
114910307760776254,Call,"""No"""
114909909285967834,No,"""No"""
114909476369684993,No,"""No"""
114909452180378780,Call,No
114909322030343605,No,"""No"""
114909292663708859,Simplification,No
114908467282299011,Call,No
114905910987380649,Call,No
114905849389326140,Call,"""No"""
114905836425012707,Call,No
114902736234529031,Attack on reputation,No
114903002476976412,No,"""No"""
114902814296069974,Call,No
114902777792812157,Call,"""No"""
114902760700024238,Call,"""No"""
114902743574618008,Call,No
114902704048179740,Justification,"""No"""
114897689405330708,Call,"""No"""
114899729133530180,Call,"""No"""
114899417740854572,Call,No
114899014766252904,Call,No
114899014019794877,Justification,No
114899013294297540,Call,No
114899012522491926,Call,"""No"""
114898507608732258,Call,No
114898503111677568,Justification,No
114898229237459086,Call,No
114898069194751986,No,No
114898065961645958,Call,No
114897600777919524,Call,No
114894485362763615,Justification,"""No"""
114894279798283247,Call,No
114894188921935031,Attack on reputation,"""No"""
114893984552850709,Distraction,"""No"""
114893947519507520,Call,No
114893444758138173,No,"""No"""
114892895177732471,Call,No
114892689845138877,Call,"""No"""
114892503981994226,Call,"""No"""
114892486666754017,Attack on reputation,No
114892485746950799,Attack on reputation,No
114892483107767009,No,"""No"""
114892476183296427,No,"""No"""
114892470792068047,No,"""No"""
114892461129725355,Call,"""No"""
114892270098322352,Call,No
114891542921713362,Distraction,No
114888488677783141,Attack on reputation,No
114888305041609390,Call,"""No"""
114888263063561606,Simplification,"""No"""
114888253428431066,Call,"""No"""
114888005422699333,No,"""No"""
114887244433511273,Attack on reputation,No
114887236310446076,Call,No
114885422115933668,Call,No
114887221069099658,Attack on reputation,No
114886877289379131,Attack on reputation,No
114886865806490349,Call,No
114886140818665946,No,"""No"""
114886122800161990,No,"""No"""
114885987478070699,Distraction,"""No"""
114885709058497784,Call,"""No"""
114885474879269820,Call,No
114883115543279223,No,"""No"""
114882476831486897,Attack on reputation,"""No"""
114882442101879216,Distraction,No
114882283904953607,Call,"""No"""
114880074981803996,Distraction,"""No"""
114880031264786538,Distraction,No
114877342999804008,Call,"""No"""
114875121407553446,Call,"""No"""
114876927258467384,Distraction,"""No"""
114876683513144253,Call,"""No"""
114876671293627236,Call,No
114876653599100275,Call,"""No"""
114876640511652135,Call,No
114876638674610838,Call,No
114876637907797002,Call,No
114876636997078377,Call,"""No"""
114876636266908918,Call,"""No"""
114876635509809217,Call,"""No"""
114876634662612316,Call,No
114876633650538046,Call,No
114876632946481372,Call,No
114876632160599681,Attack on reputation,"""No"""
114874476139755852,Attack on reputation,"""No"""
114874426878030436,Attack on reputation,"""No"""
114874422468516376,Attack on reputation,"""No"""
114874392904679623,No,"""No"""
114874138131177867,Distraction,No
114873989056155321,No,"""No"""
114873827864802531,Attack on reputation,"""No"""
114872393229075156,Distraction,"""No"""
114871752316281496,Call,"""No"""
114871557460531003,Attack on reputation,No
114871422727186590,Attack on reputation,"""No"""
114869053826157428,No,"""No"""
114870310221162497,Call,"""No"""
114837554019633896,Call,"""No"""
114868979061610454,Call,"""No"""
114866148855492915,Distraction,No
114865317698739416,No,"""No"""
114865507306954051,Attack on reputation,No
114865506222851432,No,"""No"""
114865352052263270,Justification,"""No"""
114865342296740017,Call,"""No"""
114864763487869986,Call,"""No"""
114863423197999192,Justification,No
114863410012919913,No,"""No"""
114863380166048416,No,"""No"""
114863203348237352,No,No
114863179955821383,Attack on reputation,"""No"""
114860136006223294,Call,"""No"""
114859554812594090,Call,No
114859213229042831,Call,"""No"""
114858915682735686,Call,"""No"""
114858743257523727,No,"""No"""
114858589852139958,Call,No
114858589029028619,Call,No
114858547001755577,No,"""No"""
114857957325423668,Call,"""No"""
114857889773040947,Distraction,No
114857842089554705,No,"""No"""
114857835698390465,Justification,No
114857687712359546,Attack on reputation,No
114857639804190832,Call,"""No"""
114857617089281818,Call,"""No"""
114857569436636352,Call,No
114857384454528789,Attack on reputation,No
114854251111136308,Call,"""No"""
114851420581462592,Call,No
114848608158429419,Call,"""No"""
114842941355477197,Call,No
114842356238631061,Attack on reputation,No
114842026934691545,Call,"""No"""
114841568204031318,No,"""No"""
114841565274628116,No,"""No"""
114840552173805537,Attack on reputation,"""No"""
114837597286883732,Call,"""No"""
114837208737137477,Distraction,No
114837106641185031,Call,"""No"""
114835595028757667,No,"""No"""
114835272416034171,Call,"""No"""
114835146294645750,Call,No
114835102167904861,Call,"""No"""
114832587355133963,Call,No
114832570720111172,No,"""No"""
114831435031070955,Call,No
114831433790826577,Call,"""No"""
114831088465448187,Distraction,No
114829511761589815,Justification,No
114829459123698934,No,No
114829451788147674,No,"""No"""
114829442018326447,Call,"""No"""
114829408208555940,Call,No
114829111657785430,Attack on reputation,"""No"""
114826109463640311,Justification,"""No"""
114826107762484260,Call,No
