id,name,type
115459433541589439,Me,PER
115459433541589439,##rrick Garland,PER
115459433541589439,Thomas Windom,PER
115459433541589439,J - 6,MISC
115459433541589439,Hunt,MISC
115459203578150327,Ma,PER
115459203578150327,##m,PER
115459203578150327,##dan,PER
115458823430143771,Trump,PER
115458823430143771,Asia Trip,MISC
115458823430143771,Landmark Win,MISC
115458823430143771,America,LOC
115458636243379847,Donald J. Trump,PER
115458636243379847,Republic of Korea,LOC
115458478288023570,Republic of Korea,LOC
115458478288023570,American,MISC
115458483828065961,America,LOC
115458471324307354,South Korea,LOC
115457600588415376,Jack Smith,PER
115456708839350276,Tri,MISC
115456708839350276,USA,LOC
115456708839350276,Xi,PER
115456708839350276,China,LOC
115456708839350276,DJ,PER
115452216206626792,Trump,PER
115452216206626792,Department of War,ORG
115452216206626792,Designated Terrorist Organizations,ORG
115452216206626792,DTO,ORG
115452216206626792,Eastern Pacific,LOC
115452216206626792,U. S.,LOC
115452216206626792,USSOUTHCOM,ORG
115452216206626792,Search,MISC
115452216206626792,and Rescue,ORG
115452216206626792,SA,ORG
115452216206626792,Mexican,MISC
115452216206626792,SAR,ORG
115452216206626792,Department,ORG
115452216206626792,Americans,MISC
115452216206626792,Al,MISC
115452216206626792,Qaeda,MISC
115451439348965135,Toyota,ORG
115451439348965135,United States,LOC
115451446582285625,##T,MISC
115451446582285625,America,LOC
115451450033479493,USS George Washington,LOC
115451450033479493,Americas Navy,ORG
115451450033479493,First in War,MISC
115451465173248970,San,PER
115451465173248970,##ae Takai,PER
115451465173248970,Japanese,MISC
115451465173248970,North Korea,LOC
115455691749593540,James Woods,PER
115455691749593540,Adam Schi,PER
115455691749593540,Democrat,MISC
115455691749593540,Eric Schmitt,PER
115455691749593540,Sc,PER
115455691749593540,Sc,PER
115447911581618198,Trump,PER
115447911581618198,Asia,LOC
115447911581618198,Malaysia,LOC
115447911581618198,America,LOC
115450395356071917,Donald J. Trump,PER
115450395356071917,Japanese,MISC
115450395356071917,San,PER
115450395356071917,##ae Takaichi,PER
115452148487180766,American,MISC
115455332224820388,South Korea,LOC
115455332224820388,Canada,LOC
115414670134103540,Paul Gosar,PER
115414670134103540,D,LOC
115414670134103540,D,ORG
115414670134103540,S,LOC
115414670134103540,America First,ORG
115414670134103540,Patriot,MISC
115414670134103540,Arizona,LOC
115414670134103540,Congressional,MISC
115414670134103540,MAGA Warrior,MISC
115414670134103540,Paul,PER
115414670134103540,U. S,LOC
115414670134103540,A,LOC
115414670134103540,Advance American Energy,ORG
115414670134103540,Amendment,MISC
115414670134103540,Paul Gosar,PER
115445084269284249,Elections,MISC
115445084269284249,Tri,MISC
115445084269284249,of,MISC
115445084269284249,of Investment,MISC
115445084269284249,Record Set,MISC
115445084269284249,Strong Border,MISC
115445084269284249,Left Loser,ORG
115445047857168881,Japan,LOC
115445047857168881,DJ,PER
115444936741535260,Radical Left,MISC
115444936741535260,Republicans,MISC
115444924244999128,Oval Office,LOC
115444920810335631,Oval Office,LOC
115444920810335631,World,MISC
115444920810335631,AM,LOC
115444920810335631,##IC,LOC
115444920810335631,##A,MISC
115444908825959315,Argentina,LOC
115444908825959315,Javier Milei,PER
115444908825959315,Trump,MISC
115444908825959315,Javier,PER
115444894900287475,T,MISC
115444894900287475,Arts,ORG
115444894900287475,and,LOC
115444894900287475,Entertainment,ORG
115444894900287475,Center,LOC
115444894900287475,United States of America,LOC
115444830915442121,New Jersey,LOC
115444830915442121,Virginia,LOC
115444830915442121,G,MISC
115444830915442121,##ube,LOC
115444830915442121,Mi,PER
115444830915442121,##kie Sherrill,PER
115444830915442121,Abigail Spanberg,PER
115444830915442121,Energy Co,MISC
115444830915442121,Sense,MISC
115444830915442121,Trump,PER
115444830915442121,ME,LOC
115444830915442121,Democrats,MISC
115444830915442121,Democrat,MISC
115444163384468198,Javier Milei,PER
115444163384468198,Landslide Victory,MISC
115444163384468198,Argentina,LOC
115444163384468198,People of Argentina,ORG
115443565409065734,Malaysia,LOC
115443565409065734,Trade and Rare Earth Deal,MISC
115443565409065734,Peace Treaty,MISC
115443565409065734,Thailand,LOC
115443565409065734,Cambodia,LOC
115443565409065734,Japan,LOC
115442848945833358,Washington Post,ORG
115442848945833358,Trump,PER
115442848945833358,East Wing,LOC
115442322929776750,America,LOC
115442316583935494,O,MISC
115441871289276790,NBA,ORG
115441871289276790,Players,MISC
115441871289276790,Democrats,MISC
115441871289276790,2020,MISC
115441871289276790,Presidential Election,MISC
115441871289276790,Country,LOC
115441871289276790,C,PER
115441871289276790,Mo,PER
115441871289276790,DOJ,ORG
115441871289276790,American,MISC
115441871289276790,Midterms,MISC
115441871289276790,California,MISC
115441871289276790,V,MISC
115437112529618205,Malaysia,LOC
115437112529618205,Peace Deal,MISC
115437112529618205,Cambodia,LOC
115437112529618205,Thailand,LOC
115437112529618205,Thailand,LOC
115437112529618205,Great People of Thailand,ORG
115437112529618205,Peace Deal,MISC
115437112529618205,DJ,PER
115436697060819133,Canada,LOC
115436697060819133,Ronald Reagan,PER
115436697060819133,Speech on,MISC
115436697060819133,##riffs,MISC
115436697060819133,Reagan Foundation,ORG
115436697060819133,Ronald Reagan,PER
115436697060819133,Presidential Radio Address,MISC
115436697060819133,Ronald Reagan Presidential Foundation and Institute,ORG
115436697060819133,Canada,LOC
115436697060819133,United,ORG
115436697060819133,States,LOC
115436697060819133,Supreme Court,ORG
115436697060819133,United States,LOC
115436697060819133,United States,LOC
115436697060819133,Canadian,MISC
115436697060819133,World,LOC
115436697060819133,Ronald Reagan,PER
115436697060819133,National Security and the Economy,MISC
115436697060819133,Canada,LOC
115436697060819133,World Series,MISC
115436697060819133,Canada,LOC
115436558661444946,Middle East,LOC
115436558661444946,Hamas,ORG
115436558661444946,Americans,MISC
115436558661444946,G,MISC
115436558661444946,##RE,MISC
115436151669143136,Jimmy Patronis,PER
115436151669143136,MAGA Warrior,MISC
115436151669143136,Florida,LOC
115436151669143136,Congressional,MISC
115436151669143136,Generation,MISC
115436151669143136,Floridian,MISC
115436151669143136,Panhandle,LOC
115436151669143136,Jimmy,PER
115436151669143136,Great,LOC
115436151669143136,State of,ORG
115436151669143136,Florida,LOC
115436151669143136,U. S.,LOC
115436151669143136,House of Representatives,ORG
115436151669143136,Jimmy,PER
115436151669143136,U. S,LOC
115436151669143136,A,LOC
115436151669143136,American,MISC
115436151669143136,Energy,ORG
115436151669143136,Amendment,MISC
115436151669143136,Jimmy Patronis,PER
115435567269756205,Richard Hudson,PER
115435567269756205,North Carolina,LOC
115435567269756205,Congressional,MISC
115435567269756205,District,LOC
115435567269756205,National Republican Congressional Committee,ORG
115435567269756205,NRCC,ORG
115435567269756205,Richard,PER
115435567269756205,America First Patriots,ORG
115435567269756205,##4 Elections,MISC
115435567269756205,Congress,ORG
115435567269756205,Richard,PER
115435567269756205,Regulations,MISC
115435567269756205,U. S. A,LOC
115435567269756205,American Energy,ORG
115435567269756205,Crime,MISC
115435567269756205,/ Veterans,ORG
115435567269756205,Amendment,MISC
115435567269756205,Richard Hudson,PER
115435565975811522,David Rouzer,PER
115435565975811522,North Carolina,LOC
115435565975811522,Congressional,MISC
115435565975811522,David,PER
115435565975811522,U. S.,LOC
115435565975811522,Congress,ORG
115435565975811522,and,ORG
115435565975811522,American Energy,ORG
115435565975811522,U. S. A,LOC
115435565975811522,Amendment,MISC
115435565975811522,David Rouzer,PER
115435565492870939,Addison McDowell,PER
115435565492870939,America First,ORG
115435565492870939,Patriot,MISC
115435565492870939,North Carolina,LOC
115435565492870939,Congressional,MISC
115435565492870939,MAGA Warrior,MISC
115435565492870939,Addison,PER
115435565492870939,Ted Budd,PER
115435565492870939,Richard Hudson,PER
115435565492870939,Great State of,ORG
115435565492870939,North Carolina,LOC
115435565492870939,Congress,ORG
115435565492870939,Addison,PER
115435565492870939,Farmers,MISC
115435565492870939,American,MISC
115435565492870939,Agriculture,ORG
115435565492870939,U. S. A,LOC
115435565492870939,American Energy,ORG
115435565492870939,Military,ORG
115435565492870939,Second Amendment,MISC
115435565492870939,Addison McDowell,PER
115435125397678740,Nicole Malliotakis,PER
115435125397678740,New York,LOC
115435125397678740,Congressional,MISC
115435125397678740,POW,ORG
115435125397678740,##F,ORG
115435125397678740,##L Ways & Means Committee,ORG
115435125397678740,Nicole,PER
115435125397678740,America First,ORG
115435125397678740,G,MISC
115435125397678740,Regulations,MISC
115435125397678740,Golden Age,MISC
115435125397678740,American Energy,ORG
115435125397678740,U. S,LOC
115435125397678740,A,LOC
115435125397678740,NYPD,ORG
115435125397678740,NYF,ORG
115435125397678740,Amendment,MISC
115435125397678740,Nicole Malliotaki,PER
115434906751111005,Jack Bergman,PER
115434906751111005,People,ORG
115434906751111005,Michigan,LOC
115434906751111005,Congressional,MISC
115434906751111005,U,ORG
115434906751111005,. S.,LOC
115434906751111005,Marine Corps,ORG
115434906751111005,Jack,PER
115434906751111005,Nation,LOC
115434906751111005,Congress,ORG
115434906751111005,Jack,PER
115434906751111005,and Ranch,ORG
115434906751111005,Men and Women,ORG
115434906751111005,Michigan,LOC
115434906751111005,U. S,LOC
115434906751111005,Regulations,ORG
115434906751111005,American Energy,ORG
115434906751111005,Military,ORG
115434906751111005,Amendment,MISC
115434906751111005,Jack Bergman,PER
115434876884564053,Lisa McClain,PER
115434876884564053,People,MISC
115434876884564053,Michigan,ORG
115434876884564053,House Republican Conference,ORG
115434876884564053,Lisa,PER
115434876884564053,America First Age,MISC
115434876884564053,Regulations,MISC
115434876884564053,Farmers,ORG
115434876884564053,American Agriculture,ORG
115434876884564053,U,LOC
115434876884564053,S,LOC
115434876884564053,A,LOC
115434876884564053,Advance American Energy,ORG
115434876884564053,Amendment,MISC
115434876884564053,Lisa McClain,PER
115434875694997684,Greg Steube,PER
115434875694997684,Great People of Florida,ORG
115434875694997684,U. S. Army JAG Corps,ORG
115434875694997684,Greg,PER
115434875694997684,Congress,ORG
115434875694997684,Greg,PER
115434875694997684,U,LOC
115434875694997684,S,LOC
115434875694997684,A,LOC
115434875694997684,Champion Small Business,ORG
115434875694997684,American Energy,ORG
115434875694997684,Amendment,MISC
115434875694997684,Greg Steube,PER
115434874266267478,Mike Haridopolos,PER
115434874266267478,America First,ORG
115434874266267478,Patriot,MISC
115434874266267478,Florida,LOC
115434874266267478,Congressional,MISC
115434874266267478,U. S.,LOC
115434874266267478,Mike,PER
115434874266267478,Community,ORG
115434874266267478,Congress,ORG
115434874266267478,U. S,LOC
115434874266267478,American Energy,ORG
115434874266267478,Amendment,MISC
115434874266267478,Mike Haridopolos,PER
115434873038322093,Randy Fine,PER
115434873038322093,MAGA Warrior,MISC
115434873038322093,Florida,LOC
115434873038322093,Harvard,MISC
115434873038322093,Randy,PER
115434873038322093,U. S.,LOC
115434873038322093,Great,MISC
115434873038322093,People of,ORG
115434873038322093,the,MISC
115434873038322093,Sunshine State,ORG
115434873038322093,TIM,ORG
115434873038322093,Congress,ORG
115434873038322093,Randy,PER
115434873038322093,U,LOC
115434873038322093,S,LOC
115434873038322093,A,LOC
115434873038322093,American Energy,ORG
115434873038322093,Military,ORG
115434873038322093,Veterans,ORG
115434873038322093,Amendment,MISC
115434873038322093,Randy Fine,PER
115434871867209348,Randy Fine,PER
115434871867209348,MAGA Warrior,MISC
115434871867209348,Florida,LOC
115434871867209348,Harvard,MISC
115434871867209348,Randy,PER
115434871867209348,U. S.,LOC
115434871867209348,Great,MISC
115434871867209348,People of,ORG
115434871867209348,the,MISC
115434871867209348,Sunshine State,ORG
115434871867209348,TIM,ORG
115434871867209348,Congress,ORG
115434871867209348,Randy,PER
115434871867209348,U,LOC
115434871867209348,S,LOC
115434871867209348,A,LOC
115434871867209348,American Energy,ORG
115434871867209348,Military,ORG
115434871867209348,Veterans,ORG
115434871867209348,Amendment,MISC
115434871867209348,Randy Fine,PER
115434870750784024,Jack Bergman,PER
115434870750784024,People,ORG
115434870750784024,Michigan,LOC
115434870750784024,Congressional,MISC
115434870750784024,U,ORG
115434870750784024,. S.,LOC
115434870750784024,Marine Corps,ORG
115434870750784024,Jack,PER
115434870750784024,Nation,LOC
115434870750784024,Congress,ORG
115434870750784024,Jack,PER
115434870750784024,and Ranch,ORG
115434870750784024,Men and Women,ORG
115434870750784024,Michigan,LOC
115434870750784024,U. S,LOC
115434870750784024,Regulations,ORG
115434870750784024,American Energy,ORG
115434870750784024,Military,ORG
115434870750784024,Amendment,MISC
115434870750784024,Jack Bergman,PER
115434869707731740,Jeff Hurd,PER
115434869707731740,Great People of Colorado,ORG
115434869707731740,Jeff,PER
115434869707731740,Community,ORG
115434869707731740,Congress,ORG
115434869707731740,Border,ORG
115434869707731740,Military,ORG
115434869707731740,Veterans,ORG
115434869707731740,Advance American Energy,ORG
115434869707731740,U. S,LOC
115434869707731740,A,LOC
115434869707731740,Amendment,MISC
115434869707731740,Jeff Hu,PER
115434868395866889,Andy Ogles,PER
115434868395866889,Tennessee,LOC
115434868395866889,Congressional,MISC
115434868395866889,Andy,PER
115434868395866889,Conservative Warrior,MISC
115434868395866889,Congress,ORG
115434868395866889,U. S,LOC
115434868395866889,A,LOC
115434868395866889,American Energy,ORG
115434868395866889,Amendment,MISC
115434868395866889,Andy Ogles,PER
115434868395866889,Re,MISC
115434867478490056,Mar,PER
115434867478490056,##lin Stutzman,PER
115434867478490056,America First,ORG
115434867478490056,Patriot,MISC
115434867478490056,Indiana,LOC
115434867478490056,3rd Congressional District,LOC
115434867478490056,Mar,PER
115434867478490056,##lin,PER
115434867478490056,American,MISC
115434867478490056,Agriculture,ORG
115434867478490056,Congress,ORG
115434867478490056,U. S,LOC
115434867478490056,A,LOC
115434867478490056,American Energy,ORG
115434867478490056,Amendment,MISC
115434867478490056,Mar,PER
115434867478490056,##lin Stutz,PER
115434866506983325,Dar,PER
115434866506983325,##in LaHood,PER
115434866506983325,Illinois,LOC
115434866506983325,POW,ORG
115434866506983325,House Ways & Means Committee,ORG
115434866506983325,Dar,PER
115434866506983325,America First,ORG
115434866506983325,and Regulations,ORG
115434866506983325,American Energy,ORG
115434866506983325,U. S,LOC
115434866506983325,A,LOC
115434866506983325,Age,MISC
115434866506983325,Se,MISC
115434866506983325,Amendment,MISC
115434866506983325,Dar,PER
115434866506983325,##in LaHood,PER
115434864876564194,Mike Ezell,PER
115434864876564194,People of Mississippi,ORG
115434864876564194,Jackson County,LOC
115434864876564194,U. S.,LOC
115434864876564194,Mike,PER
115434864876564194,Law Enforcement,ORG
115434864876564194,and,ORG
115434864876564194,Veterans,MISC
115434864876564194,Congress,ORG
115434864876564194,U,LOC
115434864876564194,S. A,LOC
115434864876564194,American,MISC
115434864876564194,Energy,ORG
115434864876564194,Amendment,MISC
115434864876564194,Mike Ezell,PER
115434864384907731,Brad Knott,PER
115434864384907731,North Carolina,LOC
115434864384907731,Congressional,MISC
115434864384907731,Brad,PER
115434864384907731,Constitution,MISC
115434864384907731,America First,ORG
115434864384907731,Patriot,MISC
115434864384907731,Brad,PER
115434864384907731,Military,ORG
115434864384907731,U. S,LOC
115434864384907731,A,LOC
115434864384907731,American Energy,ORG
115434864384907731,Amendment,MISC
115434864384907731,Brad Knot,PER
115434862488071211,Chuck Edwards,PER
115434862488071211,MAGA Warrior,MISC
115434862488071211,North Carolina,LOC
115434862488071211,Congressional,MISC
115434862488071211,U. S.,LOC
115434862488071211,Chuck,PER
115434862488071211,Congress,ORG
115434862488071211,American,MISC
115434862488071211,Energy,ORG
115434862488071211,U. S,LOC
115434862488071211,A,LOC
115434862488071211,Military,ORG
115434862488071211,Amendment,MISC
115434862488071211,Chuck Edwards,PER
115434861975122052,Greg Murphy,PER
115434861975122052,D,PER
115434861975122052,North Carolina,LOC
115434861975122052,3rd Congressional District,LOC
115434861975122052,House Veterans ' Affairs Committee,ORG
115434861975122052,Greg,PER
115434861975122052,Congress,ORG
115434861975122052,Greg,PER
115434861975122052,U. S,LOC
115434861975122052,A,LOC
115434861975122052,American,MISC
115434861975122052,Energy,ORG
115434861975122052,Amendment,MISC
115434861975122052,Greg Murphy,PER
115433013824981623,Brian Babin,PER
115433013824981623,D. D. S,ORG
115433013824981623,Texas,LOC
115433013824981623,House Science Committee,ORG
115433013824981623,Brian,PER
115433013824981623,and Regulations,ORG
115433013824981623,American Energy,ORG
115433013824981623,U. S. A,LOC
115433013824981623,Law Enforcement,ORG
115433013824981623,Military,ORG
115433013824981623,Amendment,MISC
115433013824981623,Brian Babin,PER
115433013192840304,Doc Ronny Jackson,PER
115433013192840304,America First,ORG
115433013192840304,Patriot,MISC
115433013192840304,Texas,LOC
115433013192840304,Congressional,MISC
115433013192840304,U. S. Navy,ORG
115433013192840304,Doc Ronny,PER
115433013192840304,Congress,ORG
115433013192840304,U. S,LOC
115433013192840304,A,LOC
115433013192840304,American Energy,ORG
115433013192840304,Amendment,MISC
115433013192840304,Doc Ronny Jackson,PER
115433011980643529,August Pfluger,PER
115433011980643529,Texas,LOC
115433011980643529,Congressional,MISC
115433011980643529,Republican Study Committee,ORG
115433011980643529,America First Age,MISC
115433011980643529,Regulations,MISC
115433011980643529,Farmers,MISC
115433011980643529,American,MISC
115433011980643529,Agriculture,ORG
115433011980643529,U. S,LOC
115433011980643529,A,LOC
115433011980643529,American Energy,ORG
115433011980643529,Second Amendment,MISC
115433011980643529,P,PER
115433011374281959,Jake Ellzey,PER
115433011374281959,America First,ORG
115433011374281959,Patriot,MISC
115433011374281959,Texas,LOC
115433011374281959,Navy,ORG
115433011374281959,V,MISC
115433011374281959,##an,MISC
115433011374281959,Jake,PER
115433011374281959,Congress,ORG
115433011374281959,American Energy,MISC
115433011374281959,U. S,LOC
115433011374281959,A,LOC
115433011374281959,Second Amendment,MISC
115433011374281959,Jake Ellze,PER
115433010735171759,Lance Gooden,PER
115433010735171759,America First,ORG
115433010735171759,Patriot,MISC
115433010735171759,Texas,LOC
115433010735171759,Congressional,ORG
115433010735171759,MAGA Warrior,MISC
115433010735171759,Lance,PER
115433010735171759,American Energy,ORG
115433010735171759,U. S,LOC
115433010735171759,A,LOC
115433010735171759,Military,ORG
115433010735171759,Amendment,MISC
115433010735171759,Lance Good,PER
115433010108866479,Troy Nehls,PER
115433010108866479,People of Texas,ORG
115433010108866479,Congressional,MISC
115433010108866479,Fort Bend County,LOC
115433010108866479,U. S. Army,ORG
115433010108866479,Troy,PER
115433010108866479,Law Enforcement,ORG
115433010108866479,Military,ORG
115433010108866479,and Veterans,ORG
115433010108866479,Congress,ORG
115433010108866479,U,LOC
115433010108866479,S,LOC
115433010108866479,A,LOC
115433010108866479,American Energy,ORG
115433010108866479,Amendment,MISC
115433010108866479,Troy Nehls,PER
115433009519508016,Keith Self,PER
115433009519508016,People,MISC
115433009519508016,Texas,LOC
115433009519508016,West Point,LOC
115433009519508016,Army,ORG
115433009519508016,Keith,PER
115433009519508016,Congress,ORG
115433009519508016,Crime,MISC
115433009519508016,American Energy,MISC
115433009519508016,U. S. A,LOC
115433009519508016,Amendment,MISC
115433009519508016,Keith Self,PER
115433008735462318,Claudia Tenney,PER
115433008735462318,People,ORG
115433008735462318,New York,LOC
115433008735462318,House Election Inte,ORG
115433008735462318,##rity Caucus,ORG
115433008735462318,Claudia,PER
115433008735462318,America First Fighter,ORG
115433008735462318,##guard,ORG
115433008735462318,Free,MISC
115433008735462318,Fair Elections,MISC
115433008735462318,U. S,LOC
115433008735462318,A,LOC
115433008735462318,American Energy,ORG
115433008735462318,Amendment,MISC
115433008735462318,Claudia Tenney,PER
115433008069468996,Nick Langworthy,PER
115433008069468996,America First,ORG
115433008069468996,Patriot,MISC
115433008069468996,New York,LOC
115433008069468996,Congressional,MISC
115433008069468996,Nick,PER
115433008069468996,New,ORG
115433008069468996,York,LOC
115433008069468996,Republican State Committee,ORG
115433008069468996,U,ORG
115433008069468996,. S.,LOC
115433008069468996,MAGA Warrior,MISC
115433008069468996,Nick,PER
115433008069468996,U. S,LOC
115433008069468996,A,LOC
115433008069468996,American Energy,ORG
115433008069468996,Amendment,MISC
115433008069468996,Nick Langworthy,PER
115433007140347848,Nicole Malliotakis,PER
115433007140347848,New York,LOC
115433007140347848,Congressional,MISC
115433007140347848,P,ORG
115433007140347848,##F,ORG
115433007140347848,House Appropriations Committee,ORG
115433007140347848,Nicole,PER
115433007140347848,America First,ORG
115433007140347848,Regulations,MISC
115433007140347848,Golden Age,MISC
115433007140347848,American Energy,ORG
115433007140347848,U. S,LOC
115433007140347848,A,LOC
115433007140347848,NYPD,ORG
115433007140347848,NYF,ORG
115433007140347848,Amendment,MISC
115433007140347848,Nicole Malliotaki,PER
115433006793180195,Eli Crane,PER
115433006793180195,America First,ORG
115433006793180195,Patriot,MISC
115433006793180195,Arizona,LOC
115433006793180195,Congressional,MISC
115433006793180195,Navy,ORG
115433006793180195,Eli,PER
115433006793180195,Congress,ORG
115433006793180195,Eli,PER
115433006793180195,and Regulations,ORG
115433006793180195,American Energy,ORG
115433006793180195,U. S,LOC
115433006793180195,A,LOC
115433006793180195,Amendment,MISC
115433006793180195,Eli Crane,PER
115432378654253078,Christopher Wray,PER
115432378654253078,Jack Smith,PER
115432378654253078,Me,PER
115432378654253078,##rrick Garland,PER
115432378654253078,Lisa Monaco,PER
115432378654253078,Biden Administration,ORG
115432378654253078,Operation Arctic Frost,MISC
115432378654253078,Senators,MISC
115432378654253078,Congress,ORG
115432378654253078,2020,MISC
115432378654253078,Presidential Election,MISC
115432378654253078,Radical Left,MISC
115432378654253078,##tics,MISC
115432277352547206,Christopher Wray,PER
115432277352547206,Merrill Garland,PER
115432277352547206,Lisa,PER
115431695569678615,Andrew Clyde,PER
115431695569678615,People,MISC
115431695569678615,Georgia,ORG
115431695569678615,U. S. Navy,ORG
115431695569678615,Andrew,PER
115431695569678615,Andrew,PER
115431695569678615,U,LOC
115431695569678615,S,LOC
115431695569678615,A,LOC
115431695569678615,Andrew,PER
115431695569678615,Se,MISC
115431695569678615,Border,MISC
115431695569678615,Crime,MISC
115431695569678615,American Energy,MISC
115431695569678615,Amendment,MISC
115431695569678615,Andrew Clyde,PER
115428907096790566,##IT,ORG
115428907096790566,P,PER
115428907096790566,AM,ORG
115428874684902595,CANADA,ORG
115428874684902595,Ronald Reagan,PER
115428874684902595,Canada,LOC
115428874684902595,United States,LOC
115428874684902595,Supreme Court,ORG
115428874684902595,Canada,LOC
115428874684902595,U. S.,LOC
115428874684902595,Ronald Reagan Foundation,ORG
115428874684902595,AMERIC,LOC
115428798659352209,Ford,ORG
115428798659352209,General Motors UP,ORG
115428798659352209,Truck,MISC
115428798659352209,Trump,PER
115426967566430347,Ronald Reagan Foundation,ORG
115426967566430347,Canada,LOC
115426967566430347,Ronald Reagan,PER
115426967566430347,U,ORG
115426967566430347,. S.,LOC
115426967566430347,Supreme Court,ORG
115426967566430347,U. S,LOC
115426967566430347,A,LOC
115426967566430347,CA,PER
115426967566430347,##NADA,ORG
115426967566430347,DJ,PER
115426823727952497,Ronald Reagan Foundation,ORG
115426823727952497,Canada,LOC
115426823727952497,Ronald Reagan,PER
115426823727952497,U,ORG
115426823727952497,. S.,LOC
115426823727952497,Supreme Court,ORG
115426823727952497,U. S,LOC
115426823727952497,A,LOC
115426823727952497,CA,PER
115426823727952497,##NADA,ORG
115426823727952497,DJ,PER
115426103540693339,Down Syndrome A,MISC
115426103540693339,Month,MISC
115426103540693339,Down Syndrome,MISC
115426103540693339,Country,LOC
115426103540693339,God,PER
115425827275887037,Democrats,MISC
115425827275887037,##hey,PER
115424560133045127,Federal Government,ORG
115424560133045127,San Francisco,LOC
115424560133045127,California,LOC
115424560133045127,Daniel Lurie,PER
115424560133045127,Lurie,PER
115424560133045127,Law,MISC
115424560133045127,San Francisco,LOC
115424560133045127,Crime,MISC
115424560133045127,Jensen Huang,PER
115424560133045127,Marc Benioff,PER
115424560133045127,San Francisco,LOC
115424560133045127,San Francisco,LOC
115421521228626427,Kelly Armstrong,PER
115421521228626427,State of,LOC
115421521228626427,North Dakota,LOC
115421521228626427,Great People,MISC
115421521228626427,North Dakota,LOC
115420878291596525,Lee Zeld,PER
115420878291596525,Trump EPA,ORG
115420878291596525,EPA,ORG
115420822058223259,Josh Hawley,PER
115420822058223259,CNN,ORG
115420822058223259,Trump,PER
115420822058223259,White House,LOC
115420822058223259,Man,PER
115420822058223259,##u Raju,PER
115420822058223259,Hawley,PER
115420822058223259,Man,PER
115420822058223259,Christopher Columbus,PER
115420822058223259,Thomas Jefferson,PER
115420822058223259,Theodore Roosevelt,PER
115420822058223259,East Wing,LOC
115420822058223259,Over,PER
115420686286814272,Chicago,LOC
115420686286814272,P,PER
115420686286814272,##ritzker,PER
115420559392004198,Barack Hussein Obama,PER
115420559392004198,Joe Biden,PER
115420559392004198,Joe Biden,PER
115420559392004198,Obama,PER
115420559392004198,Swing State,MISC
115420559392004198,Black Vote,MISC
115420559392004198,Black Voters,ORG
115420559392004198,O,MISC
115420559392004198,GRE,MISC
115420439983527137,American,MISC
115420439983527137,America,LOC
115420439983527137,World,MISC
115420439983527137,B,PER
115420439983527137,##ret Bai,PER
115420439983527137,GRE,MISC
115420439983527137,Book,MISC
115420439983527137,Teddy Roosevelt,PER
115420439983527137,American,MISC
115420439983527137,Teddy Roosevelt,PER
115420439983527137,of a Superpower,MISC
115420436157664232,Oval Office,LOC
115420436157664232,Brad Little,PER
115420436157664232,GRE,MISC
115420436157664232,Idaho,LOC
114661266771433205,Brad Little,PER
114661266771433205,Idaho,LOC
114661266771433205,Brad,PER
114661266771433205,Idaho,LOC
114661266771433205,and Ranch,ORG
114661266771433205,Enforcement,ORG
114661266771433205,Amendment,MISC
114661266771433205,Brad Little,PER
115420411260976917,Eric Trump,PER
115419815673188246,Treasury Sanctions,ORG
115419815673188246,Russian,MISC
115419815673188246,Oil Companies,ORG
115419815673188246,Moscow,LOC
115419815673188246,Ce,ORG
115419686256202789,The,ORG
115419686256202789,Wall Street Journal,ORG
115419686256202789,U. S. A,LOC
115419686256202789,Ukraine,LOC
115419686256202789,Russia,LOC
115419686256202789,U. S.,LOC
115419686256202789,Ukraine,LOC
115419589580674458,W,PER
115419589580674458,##ilton Simpson,PER
115419589580674458,Florida,LOC
115419589580674458,Home State,LOC
115419589580674458,S,MISC
115419589580674458,W,PER
115419589580674458,##ilton,PER
115419589580674458,Generation,MISC
115419589580674458,Floridian,MISC
115419589580674458,State,ORG
115419589580674458,Senate,ORG
115419589580674458,Sunshine State,LOC
115419589580674458,America First,ORG
115419589580674458,Patriot,MISC
115419589580674458,W,PER
115419589580674458,##ilton,PER
115419589580674458,Florida Agriculture,ORG
115419589580674458,Farmers and Ranch,ORG
115419589580674458,American Energy,MISC
115419589580674458,U,LOC
115419589580674458,S,LOC
115419589580674458,A,LOC
115419589580674458,Se,MISC
115419589580674458,Amendment,MISC
115419589580674458,W,PER
115419589580674458,##ilton Simpson,PER
115419584805414647,Mike Dunleavy,PER
115419584805414647,Alaska,LOC
115419584805414647,Great,MISC
115419584805414647,State of,LOC
115419584805414647,Alaska,LOC
115419584805414647,ALAS,LOC
115419583758354199,Leech Lake Band,ORG
115419583758354199,O,LOC
115419583758354199,##jibwe,ORG
115419580763584285,Jim Pillen,PER
115419580763584285,Great State of,LOC
115419580763584285,Nebraska,LOC
115419580763584285,Nebraska,LOC
115419580763584285,Cornhusker State,LOC
115419577297297862,Mike Kehoe,PER
115419577297297862,Great State of,LOC
115419577297297862,Missouri,LOC
115419577297297862,The,MISC
115419577297297862,Show Me State,MISC
115419577297297862,Patriots,MISC
115419510654451460,New Jersey,LOC
115419510654451460,Virginia,LOC
115419510654451460,AM,MISC
115419510654451460,##AN C,MISC
115419510654451460,Republican,MISC
115419510654451460,Co,MISC
115419510654451460,Democrat,MISC
115419510654451460,Co,MISC
115419510654451460,Energy,ORG
